id,retweet_id,twitter_id,user_id,text,language,screen_name,location,in_reply_to_status_id,in_reply_to_user_id,retweet_user_id,truncated,in_reply_to_screen_name,created_at,retweet_count,lat,lon,profile_image_url,source,retweeted,coordinates,favorited,geo,place,in_reply_to_calc,id,user_id,verified,profile_image_url,geo_enabled,followers_count,protected,location,listed_count,utc_offset,statuses_count,description,friends_count,screen_name,lang,favourites_count,name,url,created_at,time_zone,grabbed,name,screen_name,type
836,0,266198179169587200,450628815,"Proposition 34: Death penalty repeal fails: California voters on Tuesday rejected a ballot measure that would ha... http://t.co/TgL0At1t",NULL,LAConnectMe,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:19:26",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,836,450628815,0,http://a0.twimg.com/profile_images/1753372362/luvla_normal.jpg,0,271,0,"Los Angeles,Ca",3,0,12382,"We are a brand new company based in  LosAngeles, Ca, about to launch a website linking all those visiting or living in LosAngeles, Ca,  personal to business.",84,LAConnectMe,en,0,LAConnect.Me,http://laconnect.me,"2011-12-30 13:28:02",,1,NULL,NULL,NULL
839,0,266199614426857472,324989148,"RT @WebDPN: Death Penalty News: Proposition 34: Death penalty repeal fails http://t.co/hv5xgztc #Prop34",NULL,ArgusJHult,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:25:08",5,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,WebDPN,839,324989148,0,http://a0.twimg.com/profile_images/1418810977/Hult1_normal.jpg,0,584,0,"Sioux Falls, Sd",21,-21600,4139,"Courts and crime reporter for Argus Leader Media, covering Sioux Falls and (slightly) beyond. ",411,ArgusJHult,en,90,"John Hult",http://argusleader.com,"2011-06-27 15:13:04","Central Time (US & Canada)",1,NULL,NULL,NULL
840,0,266200036336095232,15300020,"RT @KPCC: Proposition 34, the initiative to repeal the death penalty in California, fails 53% to 47%. More on the props here: http://t.c ...",NULL,BurwellGenStore,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:26:49",2,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,KPCC,840,15300020,0,http://a0.twimg.com/profile_images/1127558884/twitprofile_normal.jpg,0,1105,0,"Venice, CA",60,-28800,8333,"Story writer, television producer, gastronomer, Los Angeles lover, vintage motorcycle rider.",674,BurwellGenStore,en,65,ChristiannaReinhardt,http://burwellgeneralstore.com,"2008-07-02 17:49:20",Tijuana,1,NULL,NULL,NULL
843,0,266200113523851265,373151147,"Proposition 34: Death penalty repeal fails - San Jose Mercury News http://t.co/1PzTs1zE #deathpenalty #capitalpunishment",NULL,OJRCenter,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:27:07",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,843,373151147,0,http://a0.twimg.com/profile_images/1892710544/facebook_logo_normal.gif,0,87,0,"Portland, Oregon",4,-28800,1562,"Advocate. Educate. Engage. ",183,OJRCenter,en,0,OJRC,http://www.ojrc.info,"2011-09-14 02:35:15","Pacific Time (US & Canada)",1,NULL,NULL,NULL
844,0,266200114194956289,34004508,"Election Coverage: Prop. 34, proposed change in death penalty law, is defeated http://t.co/NkhRNJEX",NULL,SignalNews,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:27:07",0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,392,34004508,0,http://a0.twimg.com/profile_images/483602740/SignalNews_normal.jpg,0,364,0,"Santa Clarita, CA",17,-28800,11111,"Local News and SCV Raw",6,SignalNews,en,0,"Signal News",http://www.the-signal.com,"2009-04-21 19:12:17","Pacific Time (US & Canada)",1,NULL,NULL,NULL
848,0,266200920516358144,19743014,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,PhilipJElliott,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:30:19",29,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,LailaLalami,848,19743014,0,http://a0.twimg.com/profile_images/2209915784/image_normal.jpg,0,65,0,,0,0,529,"all views expressed are not my own",336,PhilipJElliott,en,0,Phel,,"2009-01-29 23:44:43",London,1,NULL,NULL,NULL
862,0,266206536823607296,49442241,"RT @PasStarNews: Proposition 34: Death penalty repeal fails http://t.co/ITUHN9He",NULL,bgazzar,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:52:38",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,PasStarNews,862,49442241,0,http://a0.twimg.com/profile_images/2355413622/Brenda_s_head_shot_normal.jpg,0,367,0,"Los Angeles",14,0,1755,"Digital journalist. Ex-Middle East correspondent now covering @rosebowlstadium, Gold Line and @Santaanitapark for @PasStarNews. RTs don't mean a darn thing.",769,bgazzar,en,26,"Brenda Gazzar",,"2009-06-21 21:58:06",,1,NULL,NULL,NULL
881,0,266208879728279552,890997656,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,rowenaeaston,NULL,NULL,NULL,NULL,0,,"2012-11-07 16:01:57",40,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,LailaLalami,881,890997656,0,http://a0.twimg.com/profile_images/2737053550/939f4859d0350dc590ace433a14a71f1_normal.jpeg,0,41,0,,0,0,39,"artist and writer",197,rowenaeaston,en,5,rowenaeaston,http://www.rowenaeaston.info,"2012-10-19 13:34:48",,1,NULL,NULL,NULL
893,0,266215238368653313,469729308,"w/ props 30 and 36, and measures E and G, glad we are moving forward. No 34 and 37 but a net victory for CA (and our district)",NULL,ManicHispanic28,NULL,NULL,NULL,NULL,0,,"2012-11-07 16:27:13",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,893,469729308,0,http://a0.twimg.com/profile_images/2016024948/418714_10150756677648378_677658377_12396535_2077063900_n_normal.jpg,0,137,0,"El Cerrito",0,-28800,4666,"Trying to change the way live and think as a society.
My twitter reflects this but I tweet about a million other things as well.
Living my life for God

",115,ManicHispanic28,en,1717,"Lucas Lochner Bravo",,"2012-01-20 22:41:06","Pacific Time (US & Canada)",1,"Lucas Lochner Bravo",ManicHispanic28,mention
896,0,266215320782524416,35304948,"Still pissed off about prop. 34, could have saved so much money as well as making California more civilised",NULL,Hannahfayeholt,NULL,NULL,NULL,NULL,0,,"2012-11-07 16:27:33",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,896,35304948,0,http://a0.twimg.com/profile_images/2788848824/39d161d3e4df81efec1620bc8652d1da_normal.jpeg,1,321,0,Manchester,0,0,10182,"BECAUSE I'M MAKING FAJITAS! Tshaba Ntsa... Meow.",276,Hannahfayeholt,en,4050,Han✌,,"2009-04-25 20:40:55",Casablanca,1,NULL,NULL,NULL
906,0,266219157853458432,74353819,"Death Penalty continues in CA.
Proposition 34 failed with 4,269,535 voters calling for an end to executions in... http://t.co/K2umlqQD",NULL,nancymullane,NULL,NULL,NULL,NULL,0,,"2012-11-07 16:42:48",0,NULL,NULL,NULL,Facebook,0,NULL,0,NULL,NULL,,906,74353819,0,http://a0.twimg.com/profile_images/1851665118/2012021210051-S_normal.jpg,0,73,0,"San Francisco",4,-28800,138,"Journalist and Author;
2011 National Edward R. Murrow Award;
2009 Soros Justice Media Fellow; 
Author: Life After Murder",58,nancymullane,en,0,"Nancy Mullane",http://www.lifeaftermurder.com,"2009-09-15 03:29:59","Pacific Time (US & Canada)",1,NULL,NULL,NULL
914,0,266219890615144448,33588153,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,jackofbears,NULL,NULL,NULL,NULL,0,,"2012-11-07 16:45:42",53,NULL,NULL,NULL,"Tweetbot for iOS",0,NULL,0,NULL,NULL,LailaLalami,914,33588153,0,http://a0.twimg.com/profile_images/1851494786/jack_normal.jpg,1,134,0,"The Land of Oaks",6,-28800,11470,"Self-styled monk, pirate, and existential mechanic. 
Papa Bear Extraordinaire.",200,jackofbears,en,675,"Jack of Bears",,"2009-04-20 17:21:32","Pacific Time (US & Canada)",1,NULL,NULL,NULL
945,0,266225567408480256,41419199,"CA voters killed proposition 34, which would have repealed the death penalty. How apropos.",NULL,robinthede,NULL,NULL,NULL,NULL,0,,"2012-11-07 17:08:16",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,945,41419199,0,http://a0.twimg.com/profile_images/2816453968/4076b10f3c00ab8edd6007831dc812a4_normal.jpeg,0,3456,0,"Los Angeles, CA",64,-28800,8650,"i act/write funny stuff. acting: Goodwin Games (FOX 2013), A Haunted House (Jan 2013), Second Gen. Wayans (BET 2013) writing: Real Husbands of H'wood (BET 2013)",91,robinthede,en,85,"Robin Thede",http://www.imdb.me/robinthede,"2009-05-20 18:38:41","Pacific Time (US & Canada)",1,"Robin Thede",robinthede,mention
951,0,266226273720872960,281274238,"RT @allisonkilkenny: RT @JasonLeopold: Proposition 34: Death penalty repeal fails  http://t.co/XpKk1EnY",NULL,kristinrawls,NULL,NULL,NULL,NULL,0,,"2012-11-07 17:11:04",1,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,allisonkilkenny,951,281274238,0,http://a0.twimg.com/profile_images/1343216063/IMG_2322_normal.JPG,0,931,0,"Raleigh, NC",44,-18000,22934,"Education justice, domestic & global politics, social movements, religion, culture. CS Monitor, AlterNet/Salon, Religion Dispatches, Killing the Buddha & others",1658,kristinrawls,en,1437,"Kristin Rawls",,"2011-04-13 00:08:56",Quito,1,NULL,NULL,NULL
954,0,266227475611262976,26842968,"Back to the drawing board for #deathpenalty foes: Proposition 34: Death penalty repeal fails - San Jose Mercury News http://t.co/XM6HIBbk",NULL,hmintz,NULL,NULL,NULL,NULL,0,,"2012-11-07 17:15:51",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,954,26842968,0,http://a0.twimg.com/profile_images/1710585673/image_normal.jpg,0,852,0,"san jose CA",51,0,1506,"Legal affairs writer San Jose Mercury News-Bay Area News Group, vet of covering courts and law in California. Prop. 8 and death penalty often on the menu.",89,hmintz,en,2,"Howard Mintz",http://www.mercurynews.com,"2009-03-26 20:33:42",,1,"Howard Mintz",hmintz,mention
994,0,266235292334317569,439880688,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,glomskilnauv4,NULL,NULL,NULL,NULL,0,,"2012-11-07 17:46:54",65,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,LailaLalami,994,439880688,0,http://a0.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,0,3,0,,0,0,61,,44,glomskilnauv4,en,0,"Glomski Winfield",,"2011-12-18 09:19:16",,1,NULL,NULL,NULL
1033,0,266246587011973120,124306018,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,blonDee_anna,NULL,NULL,NULL,NULL,0,,"2012-11-07 18:31:47",67,NULL,NULL,NULL,"Twitter for BlackBerry®",0,NULL,0,NULL,NULL,LailaLalami,1033,124306018,0,http://a0.twimg.com/profile_images/2817725482/b453c3859d74e9a455812a387299b1e8_normal.jpeg,0,531,0,Vancouver,6,-21600,10120,"blonde gemini in bridal-land. old soul. dreamer. shameless. ride or die. the sweetest betch you'll ever tweet! ",268,blonDee_anna,en,240,"Deanna ",,"2010-03-18 23:51:20","Central Time (US & Canada)",1,NULL,NULL,NULL
1034,0,266246647669981184,545743517,"Proposition 34: Death penalty repeal fails - Denver Post http://t.co/b8M3Fs6s",NULL,ExonerateMe,NULL,NULL,NULL,NULL,0,,"2012-11-07 18:32:02",0,NULL,NULL,NULL,dlvr.it,0,NULL,0,NULL,NULL,,501,545743517,0,http://a0.twimg.com/profile_images/2040734190/thumbnail_normal.jpg,0,747,0,"Lansing, MI",8,-14400,4069,"3rd Year Law Student in a death penalty seminar sharing Wrongful Conviction, Actual Innocence, Death Penalty, and Exoneration News.",705,ExonerateMe,en,0,"Project Exoneration",,"2012-04-05 06:32:33","Atlantic Time (Canada)",1,"Project Exoneration",ExonerateMe,mention
1036,0,266247227066953728,233581375,"Proposition 34: DEATH PENALTY REPEAL EFFORT FAILS MISERABLY IN CALIFORNIA. 
Even the folks on the LEFT-COAST want to keep the D/P!",NULL,RaytheDA,NULL,NULL,NULL,NULL,0,,"2012-11-07 18:34:20",0,NULL,NULL,NULL,Facebook,0,NULL,0,NULL,NULL,,1036,233581375,0,http://a0.twimg.com/profile_images/2187980167/raythedafbsq_normal.jpg,0,607,0,"Lexington, KY",16,-18000,1938,,986,RaytheDA,en,0,"Ray Larson",http://www.LexingtonProsecutor.com/,"2011-01-03 16:15:57","Eastern Time (US & Canada)",1,NULL,NULL,NULL
1039,0,266248107652706304,619553592,"California: non passa la Proposition 34. Rimane la pena di morte | Direttanews.it http://t.co/KdSZAcHD",NULL,pfellini,NULL,NULL,NULL,NULL,0,,"2012-11-07 18:37:50",0,NULL,NULL,NULL,Facebook,0,NULL,0,NULL,NULL,,1039,619553592,0,http://a0.twimg.com/profile_images/2662540440/50152baf838469a87cdc1fbee7328b60_normal.png,0,75,0,Rimini,0,7200,19814,,231,pfellini,it,0,"Pierluigi Fellini",,"2012-06-26 22:29:14",Athens,1,NULL,NULL,NULL
1053,0,266253338717351936,25258628,"It saddens me that CA failed to make the right decision on Proposition 34: Death penalty...",NULL,CVbornDCbred,NULL,NULL,NULL,NULL,0,,"2012-11-07 18:58:37",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,1053,25258628,0,http://a0.twimg.com/profile_images/2748162018/6a43aaa768565541ced57ea770c2513d_normal.jpeg,1,252,0,"Globe trotting ",5,-14400,4141,"Young, urban and culturally savvy... Leader of our nation's bravest..  ",463,CVbornDCbred,en,15,"Lou Bega ",,"2009-03-19 08:19:55",Santiago,1,NULL,NULL,NULL
1055,0,266253344274776064,41653778,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,saketh99,NULL,NULL,NULL,NULL,0,,"2012-11-07 18:58:38",69,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,LailaLalami,1055,41653778,0,http://a0.twimg.com/profile_images/2643999132/4fa3fc5c08a37dd29d7deb474858b972_normal.jpeg,0,40,0,,0,-18000,95,"This space intentionally left blank",64,saketh99,en,5,"Saketh Kalathur",,"2009-05-21 19:11:52","Eastern Time (US & Canada)",1,NULL,NULL,NULL
1088,0,266266873543413761,789758911,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,jakesupino,NULL,NULL,NULL,NULL,0,,"2012-11-07 19:52:24",69,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,LailaLalami,1088,789758911,0,http://a0.twimg.com/profile_images/2556391357/image_normal.jpg,0,55,0,,0,0,555,"Livin' da good life in NYC. ",77,jakesupino,en,131,"Jake Supino",,"2012-08-29 17:11:09",,1,NULL,NULL,NULL
1097,0,266266985741029376,145153049,"Election News:Proposition 34 has also failed",NULL,jjackson235,NULL,NULL,NULL,NULL,0,,"2012-11-07 19:52:51",0,NULL,NULL,NULL,"Samsung Mobile",0,NULL,0,NULL,NULL,,558,145153049,0,http://a0.twimg.com/profile_images/2674409526/ac5990c9a291b59f2f0e2e8eee4129df_normal.jpeg,1,252,0,"the murder",1,-28800,7062,"USMC,20 years young,sophomore at RCC,future fireman,livin life to the fullest while being single...Student Journalist(Assistant Sports Editor at RCC Viewpoints)",1199,jjackson235,en,2525,"Jarred Jackson",http://www.facebook.com/jarred.aka.peanut,"2010-05-18 07:15:55","Pacific Time (US & Canada)",1,NULL,NULL,NULL
1176,0,266286012160950272,22607801,"RT @OaklandElle: PS: as pissed as I am about the outcomes of Props 34, 35, and 37, I want to say thank you to everyone who helped Prop 3 ...",NULL,shoutcacophony,NULL,NULL,NULL,NULL,0,,"2012-11-07 21:08:27",1,NULL,NULL,NULL,MetroTwit,0,NULL,0,NULL,NULL,OaklandElle,1176,22607801,0,http://a0.twimg.com/profile_images/2643349094/e79c844340c0e3eaa418e96d1594b218_normal.png,0,1611,0,"Artists Make Lousy Slaves",175,12600,83913,"Radical interdisciplinary artist. Maker of systems. Inventor of the #artistdialectics hashtag. Be an anti to this bullshit. ~Ursula Rucker",969,shoutcacophony,en,60,shoutcacophony,http://shoutcacophony.bandcamp.com/,"2009-03-03 10:14:37",Tehran,1,NULL,NULL,NULL
1189,0,266287544671535104,390527956,"Capitol Alert: AM Alert: Poll trends up on Prop. 34, down on Prop. 32 http://t.co/ieiCiEkI",NULL,SanFranVoters,NULL,NULL,NULL,NULL,0,,"2012-11-07 21:14:32",0,NULL,NULL,NULL,dlvr.it,0,NULL,0,NULL,NULL,,152,390527956,0,http://a0.twimg.com/profile_images/1587435162/close_up_normal.jpg,0,1222,0,"San Francisco",4,0,2726,"The ultimate power in this system of government is held by the people",790,SanFranVoters,en,8,"San Francisco Voters",,"2011-10-14 03:37:14",,1,NULL,NULL,NULL
1305,0,265635205673545728,56860690,"@Jeneralizations This is our list: NO on props 30, 32, 33, 34, 37. YES on props 31, 35, 36, 39, 40. Leaning towards no but unsure on 38.",NULL,carecumber,NULL,265614493403455489,234896889,NULL,0,Jeneralizations,"2012-11-06 02:02:22",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,1305,56860690,0,http://a0.twimg.com/profile_images/2699768835/00b3d92e72b363d681dd1eb7cfb56bae_normal.jpeg,0,44,0,"Ridgecrest, CA",2,-28800,1771,"aspiring veterinarian/biologist, white sox fan, chocoholic, tree hugger, cow milker, long island ice tea enthusiast, Chicago girl@heart, happy-go-lucky bamf !",107,carecumber,en,62,Caroline,,"2009-07-14 23:56:39","Pacific Time (US & Canada)",1,NULL,NULL,NULL
1327,0,265658155701243905,66707863,"That phone call from Danny Glover about Proposition 34 really made me bloated. #election",NULL,MadameLuke,NULL,NULL,NULL,NULL,0,,"2012-11-06 03:33:34",0,NULL,NULL,NULL,Facebook,0,NULL,0,NULL,NULL,,1327,66707863,0,http://a0.twimg.com/profile_images/1106900567/IMG_0347_normal.jpg,0,247,0,California,11,-28800,2150,"Great starter, lousy finisher.  http://high-sterical.blogspot.com/.  ",261,MadameLuke,en,5,"Kim Luke",http://high-sterical.blogspot.com/,"2009-08-18 15:24:41","Pacific Time (US & Canada)",1,NULL,NULL,NULL
1330,0,265659733963325440,16788408,"@HildaRamirez1 @NALEO @votolatino @NBCLatino @LATISM Hey good people voted early in CA for Pres. Obama, Props 30&amp;34 &amp; no 32 special$interest",NULL,2xduece60,NULL,265623812685561858,53713462,NULL,0,HildaRamirez1,"2012-11-06 03:39:50",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,1330,16788408,0,http://a0.twimg.com/profile_images/1640678132/DSCN0956_normal.JPG,0,25,0,"SF Bay Area",0,0,275,"1960's child who learned to serve from my parents and civil rights giants. Husband, dad & grandpa that stays civically engaged.",66,2xduece60,en,13,stewart,,"2008-10-15 18:20:03",,1,stewart,2xduece60,mention
1338,0,265676937693900802,624876252,"All Ca voters, pls help replace the death penalty w/justice that works Vote Yes on Prop 34 And protect education Vote yes on Props 30 and 38",NULL,RevEdBacon,NULL,NULL,NULL,NULL,0,,"2012-11-06 04:48:12",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,1338,624876252,0,http://a0.twimg.com/profile_images/2410327967/image_normal.jpg,0,9520,0,"Pasadena, CA",46,0,983,"Rector of All Saints Church in Pasadena, with over 4,000 congregants, guest on Oprah Winfrey's Soul Series, and author of the new book, 8 HABITS OF LOVE.",5064,RevEdBacon,en,2,"Ed Bacon",http://www.8habitsoflove.com,"2012-07-02 16:20:22",,1,"Ed Bacon",RevEdBacon,mention
1341,0,265679679871148032,1764281,"Interesting take:  RT @thedailybeast: As Californians weigh Proposition 34, a look at life on death row http://t.co/5LcfZfyI",NULL,hipsterdufus,NULL,NULL,NULL,NULL,0,,"2012-11-06 04:59:06",0,NULL,NULL,NULL,Flipboard,0,NULL,0,NULL,NULL,thedailybeast,1341,1764281,0,http://a0.twimg.com/profile_images/56654611/IMGP3214_normal.jpg,0,69,0,hiding,2,-28800,531,"master of my own domain",224,hipsterdufus,en,141,adam,,"2007-03-21 16:15:10","Pacific Time (US & Canada)",1,NULL,NULL,NULL
1356,0,265702127370919936,77798496,"CA only: prop 30: no , prop  31 yes, prop 32:no, prop 33:no , prop 34:no,  leave the other blank. k",NULL,bloodyHO,NULL,NULL,NULL,NULL,0,,"2012-11-06 06:28:18",0,NULL,NULL,NULL,"Mobile Web",0,NULL,0,NULL,NULL,,1356,77798496,0,http://a0.twimg.com/profile_images/2769333893/7c1b2c988a678b6870bd6a034311b01c_normal.jpeg,1,13341,0,"Los Angeles CA",76,-28800,43443,"In the land of Gods & Monsters i was an Angel.",219,bloodyHO,en,150,"Eddy |Del Rey ",,"2009-09-27 18:29:41","Pacific Time (US & Canada)",1,NULL,NULL,NULL
1429,0,265849657253580800,22639097,"RT @DaphneZuniga: Off to vote! Yes on props 34 36 37 no on 32. And for #BarackObama!!!! #WeThePeople!",NULL,Shenanigans06,NULL,NULL,NULL,NULL,0,,"2012-11-06 16:14:32",1,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,DaphneZuniga,1429,22639097,0,http://a0.twimg.com/profile_images/2587387301/7MQzj7gV_normal,1,91,0,Ireland,0,0,2459,"Wife , Mother , Social Media addict... btvs fan :)",937,Shenanigans06,en,10,"Rose Murphy",http://facebook.com/Rosesinnott,"2009-03-03 16:08:50",Dublin,1,NULL,NULL,NULL
1432,0,265850808967499776,109911894,"RT @DaphneZuniga: Off to vote! Yes on props 34 36 37 no on 32. And for #BarackObama!!!! #WeThePeople!",NULL,christinaTVD,NULL,NULL,NULL,NULL,0,,"2012-11-06 16:19:06",7,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,DaphneZuniga,1432,109911894,0,http://a0.twimg.com/profile_images/2811765309/7d8fda4992ff3694abac485e4a286c0e_normal.jpeg,0,193,0,,2,-10800,7604,,935,christinaTVD,en,587,christina,,"2010-01-30 17:43:01",Greenland,1,NULL,NULL,NULL
